"","name","region_focus","language","owner","parent","x_page","x_url","x_follower_n","facebook_page","facebook_url","facebook_follower_n","instagram_page","instagram_url","instagram_follower_n","threads_page","threads_url","threads_follower_n","youtube_page","youtube_url","youtube_follower_n","tiktok_page","tiktok_url","tiktok_follower_n","sum_followers"
"292","Chinese Embassy in Serbia","Serbia","Serbian","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbChina_RS","https://twitter.com/EmbChina_RS",4597,"","",0,"","",0,"","",0,"","",0,"","",0,4597
"293","Chinese Embassy in Cuba","Cuba","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbChinaCuba","https://twitter.com/EmbChinaCuba",4947,"","",0,"","",0,"","",0,"","",0,"","",0,4947
"294","Chinese Embassy in Equatorial Guinea","Equatorial Guinea","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbChinaGE","https://twitter.com/EmbChinaGE",4656,"","",0,"","",0,"","",0,"","",0,"","",0,4656
"295","Chinese Embassy in Mexico","Mexico","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbChinaMex","https://twitter.com/EmbChinaMex",62000,"EmbChinaMex","https://www.facebook.com/EmbChinaMex",135000,"","",0,"","",0,"","",0,"","",0,197000
"296","Chinese Embassy in Panama","Panama","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbChinaPa","https://twitter.com/EmbChinaPa",2822,"","",0,"","",0,"","",0,"","",0,"","",0,2822
"297","Chinese Embassy in Venezuela","Venezuela","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbChinaVen","https://twitter.com/EmbChinaVen",1028,"","",0,"","",0,"","",0,"","",0,"","",0,1028
"298","Qi Mei","Austria","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbQiMei","https://twitter.com/EmbQiMei",2122,"","",0,"","",0,"","",0,"","",0,"","",0,2122
"299","Zhang Run","Mexico","Spanish","Ministry of Foreign Affairs","Ministry of Foreign Affairs","EmbZhangRun","https://twitter.com/EmbZhangRun",27100,"","",0,"","",0,"","",0,"","",0,"","",0,27100
"300","Tian Yuzhen","Brazil","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","eugenioT14","https://twitter.com/eugenioT14",10700,"","",0,"","",0,"","",0,"","",0,"","",0,10700
"301","Cheng Weitong","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","evawcheng","https://twitter.com/evawcheng",458,"","",0,"","",0,"","",0,"","",0,"","",0,458
"302","Explore Gansu","Anglosphere","English","General Office of the People's Government of Gansu Province","Gansu Provincial People's Government","ExploreGansu","https://twitter.com/ExploreGansu",23800,"ExploreGansu","https://www.facebook.com/ExploreGansu",717000,"","",0,"","",0,"","",0,"","",0,740800
"303","Fang Yi","Uganda","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","FangYi85320692","https://twitter.com/FangYi85320692",1069,"","",0,"","",0,"","",0,"","",0,"","",0,1069
"304","Wang Xin (Fayhaa Wang)","Egypt","Arabic","China Media Group (CMG)","Central Publicity Department","fayhaaChina","https://twitter.com/fayhaaChina",6556,"fayhaaChina","https://www.facebook.com/fayhaaChina",1300000,"fayhaa_china","https://www.instagram.com/fayhaa_china/",15900,"","",0,"fayhaachina8389","https://www.youtube.com/channel/UCm5bAGwFH0aW8vLclAAk8kg",47400,"fayhaa_china","https://www.tiktok.com/@fayhaa_china",421800,1791656
"305","Feel China","Anglosphere","English","China Daily Press","Central Publicity Department","feelchina2021","https://twitter.com/feelchina2021",74,"","",0,"","",0,"","",0,"","",0,"","",0,74
"306","Xinhua Fly Over China","Anglosphere","English","Xinhua News Agency","State Council","flyoverchina","https://twitter.com/flyoverchina",672100,"FlyOverChina","https://www.facebook.com/FlyOverChina/",2.4e+07,"FlyOverChina","https://www.instagram.com/FlyOverChina/",271000,"flyoverchina","https://www.threads.net/@flyoverchina",3967,"","",0,"","",0,24947067
"307","CGTN Frontline","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","Frontlinestory","https://twitter.com/Frontlinestory",27500,"FrontlineStoriesFromReporters","https://www.facebook.com/FrontlineStoriesFromReporters",277678,"","",0,"","",0,"","",0,"","",0,305178
"308","Fu Cong","Belgium","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","FuCong17","https://twitter.com/FuCong17",13200,"","",0,"","",0,"","",0,"","",0,"","",0,13200
"309","Lu Guijin","Japan","Japanese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","FukLyuGuijun","https://twitter.com/FukLyuGuijun",2841,"","",0,"","",0,"","",0,"","",0,"","",0,2841
"310","CGTN Full Frame","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","FullFrameCGTN","https://twitter.com/FullFrameCGTN",1171,"","",0,"","",0,"","",0,"","",0,"","",0,1171
"311","Fuzhou City","Fujian","Chinese","Fuzhou Culture and Tourism Bureau","Fuzhou Municipal People's Government","FuzhouCity","https://twitter.com/FuzhouCity",69200,"","",0,"","",0,"","",0,"","",0,"","",0,69200
"312","Gabriel Liu","Brazil","Portuguese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","gabriekestabem","https://twitter.com/gabriekestabem",1742,"","",0,"","",0,"","",0,"","",0,"","",0,1742
"313","Yin Yue (Gabriel Y. Yin)","China","Chinese","China Media Group (CMG)","Central Publicity Department","gabrielyin","https://twitter.com/gabrielyin",20,"Gabriel-Yin-2084018695188916","https://www.facebook.com/Gabriel-Yin-2084018695188916",26,"gabrielyyin","https://instagram.com/gabrielyyin",1883,"","",0,"gabrielyin9245","https://www.youtube.com/channel/UC_fM2ktnNVXDPrXuw2OW9vA/about",15,"","",0,1944
"314","Du Xiaohui","Germany","German","Ministry of Foreign Affairs","Ministry of Foreign Affairs","GeneralkonsulDu","https://twitter.com/GeneralkonsulDu",1601,"","",0,"","",0,"","",0,"","",0,"","",0,1601
"315","Guo Meiping (Gladys Guo)","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","GladysGuo","https://twitter.com/GladysGuo",11,"","",0,"","",0,"","",0,"","",0,"","",0,11
"316","GT Business Source","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","GlobalTimesBiz","https://twitter.com/GlobalTimesBiz",12800,"","",0,"","",0,"","",0,"","",0,"","",0,12800
"317","GT Life","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","GlobalTimesLife","https://twitter.com/GlobalTimesLife",1992,"","",0,"","",0,"","",0,"","",0,"","",0,1992
"318","Global Times","China","Chinese","People's Daily Press","Central Committee of the Chinese Communist Party","globaltimesnews","https://twitter.com/globaltimesnews",1800000,"globaltimesnews","https://www.facebook.com/globaltimesnews",7.6e+07,"","",0,"","",0,"","",0,"globaltimes","https://www.tiktok.com/@globaltimes",550,77800550
"319","CGTN Global Watch","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","GlobalWatchCGTN","https://twitter.com/GlobalWatchCGTN",2878,"GlobalWatchCGTN","https://www.facebook.com/GlobalWatchCGTN",55230,"","",0,"","",0,"cgtnglobalwatch","https://www.youtube.com/@cgtnglobalwatch",4920,"","",0,63028
"320","Jiangsu, China","Anglosphere","English","Jiangsu Provincial Department of Cultural & Tourism","Jiangsu Provincial People's Government","GoJiangsu","https://twitter.com/GoJiangsu",160600,"","",0,"","",0,"","",0,"","",0,"","",0,160600
"321","GT Opinion","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","GtOpinion","https://twitter.com/GtOpinion",3297,"","",0,"","",0,"","",0,"","",0,"","",0,3297
"322","Guancha Syndicate News","China","Chinese","Shanghai Guanchazhe Information Technology Co.,Ltd","Shanghai Academy of Social Sciences (SASS)","GuanchaNewMedia","https://twitter.com/GuanchaNewMedia",15800,"","",0,"","",0,"","",0,"","",0,"","",0,15800
"323","Guangming Daily","China","Chinese","Guangming Daily Press","Central Publicity Department","Guangming_Daily","https://twitter.com/Guangming_Daily",226200,"guangmingdailyChina","https://www.facebook.com/guangmingdailyChina/",4817085,"","",0,"","",0,"","",0,"guangmingdaily","https://www.tiktok.com/@guangmingdaily",29,5043314
"324","Guan Xin","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","GuanXinTweets","https://twitter.com/GuanXinTweets",3335,"GuanXinCGTN","https://www.facebook.com/GuanXinCGTN",1e+06,"guanxin0411","https://www.instagram.com/guanxin0411/",684,"","",0,"","",0,"","",0,1004019
"325","Guilin, China","Guangxi","English","GLTVS","Guilin Municipal People's Government","Guilin__China","https://twitter.com/Guilin__China",51900,"","",0,"","",0,"","",0,"","",0,"","",0,51900
"326","Guyan Muchan","China","Chinese","Guangdong Provincial Cyberspace Administration","Office of the Cybersecurity and Information Technology Committee of the Guangdong Provincial Committee","guyanmuchan001","https://twitter.com/guyanmuchan001",49000,"profile.php?id=100066894302590","https://www.facebook.com/profile.php?id=100066894302590",1000,"","",0,"","",0,"uyanmuchan01","https://www.youtube.com/channel/UClc6ozVhg3gJW8mJx0DnOAQ",29300,"","",0,79300
"327","Gwadar Pro","Pakistan","Urdu","China Media Group (CMG)","Central Publicity Department","Gwadar_Pro","https://twitter.com/Gwadar_Pro",53900,"GwadarProNews","https://www.facebook.com/GwadarProNews?__cft__[0]=AZW8Og2Bxo3yLCGQXQdAXg2eJjCQN5uXz6-d0iA76a-S3y4zo8ERROiarfbRIvKv0ZfX7zNOaGtY8iSXZ45jgFoDWXZh4Mn3bQKSlxONZgV88QZP3M66CwYv6M6KJ38WEweqTWP7_PSJjvvl8MXqXj4sfNgMUA_JQDDSnIza_MzvABhG73QA8OoroWXj3iiJB8A&__tn__=-UC%2CP-R",61000,"gwadarpro","https://www.instagram.com/gwadarpro/",159,"","",0,"","",0,"","",0,115059
"328","Gong Zhe","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","gz1988","https://twitter.com/gz1988",37,"","",0,"","",0,"","",0,"","",0,"","",0,37
"329","Haiwai Net (People's Daily Overseas)","USA","English","People's Daily Press","Central Committee of the Chinese Communist Party","haiwainet","https://twitter.com/haiwainet",1343,"profile.php?id=100063702356538","https://www.facebook.com/profile.php?id=100063702356538",12000,"","",0,"peoples_daily_overseas","https://www.threads.net/@peoples_daily_overseas",70,"","",0,"haiwainet.uscenter","https://www.tiktok.com/@haiwainet.uscenter",24700,38113
"330","Haiwai Net (US Fusion Center)","USA","English","People's Daily Press","Central Committee of the Chinese Communist Party","haiwaiwangUS","https://twitter.com/haiwaiwangUS",14600,"haiwainetus","https://www.facebook.com/haiwainetus",1200,"haiwainet.us","https://www.instagram.com/haiwainet.us/",21800,"","",0,"","",0,"","",0,37600
"331","Yu Yangtao (حكيم)","Algeria","Arabic","Ministry of Foreign Affairs","Ministry of Foreign Affairs","Hakimyu2","https://twitter.com/Hakimyu2",3348,"","",0,"","",0,"","",0,"","",0,"","",0,3348
"332","Henan TV","Henan","Chinese","Henan Broadcasting System","Henan Provincial Committee","Henan_TV","https://twitter.com/Henan_TV",2411,"ChinaHenanTV","https://www.facebook.com/ChinaHenanTV/",1000,"henantv","https://www.instagram.com/henantv/",547,"","",0,"","",0,"henantv","https://www.tiktok.com/@henantv",8496,12454
"333","He Rulong","Iceland","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","HeRulong","https://twitter.com/HeRulong",6747,"","",0,"","",0,"","",0,"","",0,"","",0,6747
"334","He Weiwei","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","heweiwei_","https://twitter.com/heweiwei_",267,"","",0,"","",0,"","",0,"","",0,"","",0,267
"335","Chen Peijie","Brazil","Chinese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","Hongchencuxian","https://twitter.com/Hongchencuxian",2821,"","",0,"","",0,"","",0,"","",0,"","",0,2821
"336","Wang Hao","Anglosphere","English","China Daily Press","Central Publicity Department","hongfenghuang","https://twitter.com/hongfenghuang",11300,"","",0,"","",0,"","",0,"","",0,"","",0,11300
"337","Zhang Hongtie","Anglosphere","English","Information Department of Foreign Ministry","Ministry of Foreign Affairs","HongtieZhang","https://twitter.com/HongtieZhang",335,"","",0,"","",0,"","",0,"","",0,"","",0,335
"338","Hu Bin","São Tomé and Príncipe","Portuguese","Ministry of Foreign Affairs","Ministry of Foreign Affairs","HU_Bin_CHN","https://twitter.com/HU_Bin_CHN",2111,"","",0,"","",0,"","",0,"","",0,"","",0,2111
"339","Huang Jiyuan","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","huang_jiyuan","https://twitter.com/huang_jiyuan",573,"","",0,"","",0,"","",0,"","",0,"","",0,573
"340","Global Times Net","China","Chinese","People's Daily Press","Central Committee of the Chinese Communist Party","Huanqiu_com","https://twitter.com/Huanqiu_com",71900,"aroundglobal7426","https://www.facebook.com/aroundglobal7426",6900,"","",0,"","",0,"","",0,"huanqiunews","https://www.tiktok.com/@huanqiunews",97800,176600
"341","Zhao Huanxin","Anglosphere","English","China Daily Press","Central Publicity Department","huanxinzhao","https://twitter.com/huanxinzhao",1747,"","",0,"","",0,"","",0,"","",0,"","",0,1747
"342","Gao Huijun","Indonesia","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","hui48298914","https://twitter.com/hui48298914",101,"","",0,"","",0,"","",0,"","",0,"","",0,101
"343","Hunan Times","Hunan","English","Hunan Rednet New Media Group","Hunan Provincial Committee","HunanTimes","https://twitter.com/HunanTimes",1328,"","",0,"","",0,"","",0,"","",0,"","",0,1328
"344","Hu Xijin","Anglosphere","English","People's Daily Press","Central Committee of the Chinese Communist Party","HuXijin_GT","https://twitter.com/HuXijin_GT",548800,"HuXijinGT","https://www.facebook.com/HuXijinGT/",6400,"","",0,"","",0,"globaltimeshuxijin3816","https://www.youtube.com/@globaltimeshuxijin3816",81000,"","",0,636200
"345","Charming Changzhou","Jiangsu","English","Jiangsu Provincial Department of Cultural & Tourism","Jiangsu Provincial People's Government","iChangzhou","https://twitter.com/iChangzhou",19100,"","",0,"","",0,"","",0,"","",0,"","",0,19100
"346","iChongqing","Chongqing","English","Chongqing International Communication Center","Chongqing Municipal Committee","iChongqing_CIMC","https://twitter.com/iChongqing_CIMC",189300,"iChongqing","https://www.facebook.com/iChongqing",7e+06,"iChongqing.info","https://www.instagram.com/iChongqing.info/",11500,"ichongqing.info","https://www.threads.net/@ichongqing.info",380,"iChongqing","https://www.youtube.com/@iChongqing",26900,"ichongqing.info","https://www.tiktok.com/@ichongqing.info",632,7228712
"347","Discover China","Anglosphere","English","China International Communications Group (CICG)","Central Publicity Department","idiscoverchina","https://twitter.com/idiscoverchina",125,"iDiscoverChina","https://www.facebook.com/iDiscoverChina",1.2e+07,"idiscoverchina","https://www.instagram.com/idiscoverchina/",69500,"idiscoverchina","https://www.threads.net/@idiscoverchina",2313,"","",0,"discoveringchina","https://www.tiktok.com/@discoveringchina",76,12072014
"348","Guizhou, China","Anglosphere","English","China Daily Press","Guizhou Provincial People's Government","iloveguizhou","https://twitter.com/iloveguizhou",49400,"","",0,"","",0,"","",0,"","",0,"","",0,49400
"349","Chinese Embassy in Lithuania","Lithuania","English","Ministry of Foreign Affairs","Ministry of Foreign Affairs","in_embassy","https://twitter.com/in_embassy",17100,"","",0,"","",0,"","",0,"","",0,"","",0,17100
"350","Zhang Qitong (QiTong Channel / Цитун Чжан)","Russia","Russian","China Media Group (CMG)","Central Publicity Department","IN_Studio2020","https://twitter.com/IN_Studio2020",90,"studioqitong","https://www.facebook.com/QiTong-Channel-109039144271590",347000,"imqitong","https://www.instagram.com/imqitong/",708,"","",0,"StudioQitong","https://www.youtube.com/channel/UChsAYkFPkqSFH1t--JIEzBw",685,"","",0,348483
"351","In Qingdao (Meet Qingdao)","Anglosphere","English","Qingdao MOFCOM","Qingdao Municipal People's Government","InQingdao","https://twitter.com/InQingdao",190100,"InQingdao","https://www.facebook.com/InQingdao",4e+05,"","",0,"","",0,"","",0,"meetqingdao_","https://www.tiktok.com/@meetqingdao_",183700,773800
"352","Insight Ningbo","Zhejiang","English","China Daily Press","Ningbo Municipal People's Government","InsightNingbo","https://twitter.com/InsightNingbo",52900,"","",0,"","",0,"","",0,"","",0,"","",0,52900
"353","iPanda","Anglosphere","English","China Media Group (CMG)","Central Publicity Department","ipandacom","https://twitter.com/ipandacom",159500,"ipandacom","https://www.facebook.com/ipandacom",2.4e+07,"ipandachannel","https://www.instagram.com/ipandachannel/",2400000,"ipandachannel","https://www.threads.net/@ipandachannel",121000,"iPandaChannel","https://www.youtube.com/channel/UCtEgLf0_j1vJLz0aNEdO2SQ",2180000,"ipandaofficial","https://www.tiktok.com/@ipandaofficial",2500000,31360500
"354","Insight Xiangshan","Anglosphere","English","Zhejiang Media Group (ZMG)","Zhejiang Provincial People's Government","IXiangshan","https://twitter.com/IXiangshan",29500,"profile.php?id=100078441630290&locale=ms_MY&paipv=0&eav=AfbsFttSNbGlUJU5nqbp9Eewz5Xx3DHdyGyqM18zEeFxtQ7u7BNieqHN3up5ISQrDio","https://www.facebook.com/profile.php?id=100078441630290&locale=ms_MY&paipv=0&eav=AfbsFttSNbGlUJU5nqbp9Eewz5Xx3DHdyGyqM18zEeFxtQ7u7BNieqHN3up5ISQrDio",765,"","",0,"","",0,"insightxiangshan2141","https://www.youtube.com/channel/UC5vA6xRstJeUx20Z8sLZgPA",273,"","",0,30538
